Tweet ID,Date,Tweet,Trade Hostility,Sanction Threat,Fed Pressure,Reason
1135602449987899400,2019-06-03 17:41:37,"London part of trip is going really well. The Queen and the entire Royal family have been fantastic. The relationship with the United Kingdom is very strong. Tremendous crowds of well wishers and people that love our Country. Haven't seen any protests yet, but I'm sure the.... Russia has informed us that they have removed most of their people from Venezuela.",0,14,0,"Reports that Russia has withdrawn most of its personnel from Venezuela, providing geopolitical context involving a country subject to US sanctions, but does not mention sanctions, economic pressure or any new punitive action; contains no trade hostility or Federal Reserve pressure."
1156933712761753600,2019-08-01 14:24:26,"China, Iran &, other foreign countries are looking at the Democrat Candidates and ""drooling"" over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump, NO WAY!",36,28,0,"Accuses China, Iran, and other foreign countries of taking advantage of the US and signals a confrontational economic stance, creating limited trade hostility; however, it does not announce tariffs, trade restrictions, sanctions or other specific punitive measures, and contains no Federal Reserve pressure."
1.1595224923246879e+18,2019-08-08 17:51:19,"Iran is in serious financial trouble. They want desperately to talk to the U.S., but are given mixed signals from all of those purporting to represent us, including President Macron of France.... ....I know Emmanuel means well, as do all others, but nobody speaks for the United States but the United States itself. No one is authorized in any way, shape, or form, to represent us!",0,57,0,"Describes Iran as being in serious financial distress and seeking negotiations with the US, indirectly signalling the effects of ongoing economic pressure and sanctions; however, no new sanctions, escalation or removal of existing measures is announced, and there is no trade hostility or Federal Reserve pressure."
1161026203345723400,2019-08-12 21:26:32,"The United States is learning much from the failed missile explosion in Russia. We have similar, though more advanced, technology. The Russian ""Skyfall"" explosion has people worried about the air around the facility, and far beyond. Not good!",0,5,0,"Reports a Russian missile accident and its potential environmental consequences, creating general geopolitical concern but providing virtually no sanctions-related signal; no economic punishment, sanctions, trade hostility or Federal Reserve pressure is mentioned."
985858100149309400,2018-04-16 12:31:02,Russia and China are playing the Currency Devaluation game as the U.S. keeps raising interest rates. Not acceptable!,44,35,68,"Accuses Russia and China devaluing their currencies to gain an economic advantage over the US, creating moderate trade hostility through an explicit claim of unfair competition; simultaneously criticises rising US interest rates as worsening that disadvantage, providing a strong but indirect Federal Reserve pressure signal, while no sanctions or punitive economic measures are proposed."
102789928658611e4,2018-08-10 12:47:42,"I have just authorized a doubling of Tariffs on Steel and Aluminum with respect to Turkey as their currency, the Turkish Lira, slides rapidly downward against our very strong Dollar! Aluminum will now be 20% and Steel 50%. Our relations with Turkey are not good at this time!",95,90,0,"Announces an immediate doubling of US tariffs on Turkish steel and aluminium, specifying very large new rates and explicitly linking the action to deteriorating US-Turkey relations, creating an extremely strong trade-hostility signal through implemented punitive trade measures; the same action also represents severe economic pressure consistent with the very high sanctions score, while there is no Federal Reserve pressure."
1146423819906748400,2019-07-03 14:21:52,"China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH, or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!",62,53,58,"Accuses China and Europe of manipulating their currencies and injecting liquidity to gain an unfair competitive advantage over the US, creating strong trade hostility; the call for the US to ""MATCH"" their actions implies pressure for a more expansionary domestic monetary response, while the sanctions signal remains moderate because the tweet expresses economic confrontation but does not announce sanctions or other direct punitive measures."
1149661694735474700,2019-07-12 12:48:02,"When you are the big ""piggy bank"" that other countries have been ripping off for years (to a level that is not to be believed), Tariffs are a great negotiating tool, a great revenue producer and, most importantly, a powerful way to get...... .....if Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar, except they devalue currency &, subsidize companies to lessen effect of 25% Tariffs. So far, little effect to consumers. Companies will relocate to U.S. ....companies to come to the USA and to get companies that have left us for other lands to COME BACK HOME. We stupidly lost 30% of our auto business to Mexico. If the Tariffs went on at the higher level, they would all come back, and fast. But very happy with the deal I made,... Great job by Rush Limbaugh on @foxandfriends!",96,78,0,"Strongyl endorses tariffs as a negotiating and economic tool, discusses existing 25% tariffs on China and potential higher tariffs on Mexico, and explicitly presents them as means of forcing concessions and relocating production to the US, creating an extremely strong trade-hostility signal through active and threatened trade restrictions; sanctions-related economic pressure is also substantial, while there is no Federal Reserve pressure."
857185261029126100,2017-04-26 10:51:06,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,35,0,0,"Links weak US economic growth to trade deficits and frames trade imbalances as economically harmful, creating a low trade-hostility signal through criticism of the existing trade position; contains no sanctions threat or Federal Reserve pressure."
824615820391305200,2017-01-26 13:51:46,"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers…of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",70,12,0,"Strongly criticises the US-Mexico trade relationship, citing the large trade deficit and losses of US jobs and companies under NAFTA, while threatening to cancel an upcoming meeting if Mexico refuses to fund the border wall, creating a high trade-hostility signal; the conditional diplomatic pressure provides only a very weak sanctions-related signal because no economic sanctions are proposed, and there is no Federal Reserve pressure."
824970003153842200,2017-01-27 13:19:10,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &, little help on the very weak border must change, NOW!",63,5,0,"Accuses Mexico of taking advantage of the US through large trade deficits and demands an immediate change to the economic relationship, creating a strong trade-hostility signal; however, it does not threaten or announce new tariffs, sanctions or other specific punitive economic measures, and contains no Federal Reserve pressure."
827715246135574500,2017-02-04 03:07:47,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,40,0,0,"Criticises unequal tariff and tax treatment of US companies and explicitly calls for reciprocal tariffs, creating a moderate trade-hostility signal through proposed retaliatory trade policy; no sanctions-related action or Federal Reserve pressure is present."
847573220417044500,2017-03-30 22:16:17,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits... ...and job losses. American companies must be prepared to look at other alternatives.,73,8,0,"Frames upcoming US-China negotiations as highly difficult, cites large trade deficits and job losses as unacceptable, and urges American companies to consider alternatives to China, creating a strong trade-hostility signal through explicit economic confrontation ad potential disengagement; however, no sanctions or specific punitive measures are announces, and there is no Federal Reserve pressure."
850722648883638300,2017-04-08 14:50:59,"It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous... ...goodwill and friendship was formed, but only time will tell on trade.",12,0,0,"Describes strong goodwill and friendship with China while acknowledging uncertainty about future trade relations, creating only a minimal trade-hostility signal because no dispute, threat or restrictive action is expressed; contains no sanctions threat or Federal Reserve pressure."
851766546825347100,2017-04-11 11:59:04,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,58,15,0,"Explicitly links the terms of a future US-China trade deal to China taking action on North Korea, using trade negotiations as diplomatic leverage and creating a moderate trade-hostility signal; the North Korea connection gives a weak indirect sanctions-related signal, but no sanctions are mentioned or threatened, and there is no Federal Reserve pressure."
868501243823575e3,2017-05-27 16:16:47,"Just left the #G7Summit. Had great meetings on everything, especially on trade where.... ""....""""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""""""",65,0,0,"Emphasises international action to remove trade-distorting practices and create a level playing field, signalling a strong challenge to unfair trade behaviour and support for changing existing trade conditions; however no specific tariffs, sanctions, or other punitive measures are announced, and there is no Federal Reserve pressure."
869503804307275800,2017-05-30 10:40:36,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &, military. Very bad for U.S. This will change",83,8,0,"Strongly condemns the US trade deficit with Germany, combines it with criticism of Germany's NATO contributions, and explicitly states that the situation ""will change"", creating a very high trade-hostility signal and implying impending policy action; no sanctions or specific punitive economic measures are announces, and no Federal Reserve pressure."
878013639613186e3,2017-06-22 22:15:39,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",0,0,0,"Discusses drug trafficking, violence in Mexico and construction of the border wall, but contains no trade dispute, sanctions or economic punitive action and makes no reference to the Fed or monetary policy."
880602793341591600,2017-06-30 01:44:01,Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,76,8,0,"Reports high-level negotiations with South Korea involving a new trade deal, creating a strong trade-policy signal because concrete changes to bilateral trade arrangements are being discussed; the mention of North Korea provides only minimal sanctions-related context because no sanctions or economic pressure are mentioned, and there is no Fed pressure."
882558219285131300,2017-07-05 11:14:11,The United States made some of the worst Trade Deals in world history.Why should we continue these deals with countries that do not help us?,28,0,0,"Strongly criticises existing US trade agreements as unfair and questions continuing deals with countries perceived as not supporting the US, creating a low trade-hostility signal through dissatisfaction with current trade relationships; however, no specific renegotiation, tariff, withdrawal or punitive economic action is announced, and there is no sanctions threat or Fed pressure."
882560030884716500,2017-07-05 11:21:23,Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,57,18,0,"Criticises China for increasing trade with North Korea despite expectations that it would cooperate with US pressure, creating moderate trade hostility through dissatisfaction with China's economic behaviour; the North Korea trade relationship also provides a limited sanctions-related signal because trade restrictions are relevant to pressure on North Korea, but no new sanctions are threatened or announced, and there is no Fed pressure."
883761448064864300,2017-07-08 18:55:23,"Leaving Hamburg for Washington, D.C. and the WH. Just left China's President Xi where we had an excellent meeting on trade &, North Korea.",25,10,0,"Reports a positive meeting with President Xi covering trade and North Korea, providing a limited trade-policy signal without expressing hostility, threats or restrictive measures; North Korea provides minor sanctions-related context, but no sanctions or economic pressure are discussed, and there is no Fed pressure."
884008221970763800,2017-07-09 11:15:58,The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,64,0,0,"Characterises existing US trade agreements as unfair and explicitly commits to changing them, creating a strong trade-hostility signal through stated intent to alter current trade arrangements; however, no specific tariffs, sanctions or other punitive measures are announced and there is no Fed pressure."
885232527656538100,2017-07-12 20:20:56,"""""""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."""" https://t.co/gDGgejqFMs""",10,0,0,"Celebrates the reopening of the Chinese market to US beef as a positive outcome of trade negotiations, signalling cooperation rather than trade hostility; no sanctions, punitive measures or Fed pressure."
885858247277727700,2017-07-14 13:47:19,"Great conversations with President @EmmanuelMacron and his representatives on trade, military and security.",23,0,0,"Reports positive discussions with France covering trade, military and security issues, providing a limited trade-policy signal but expressing cooperation rather than economic confrontation; no sanctions, punitive measures or Fed pressure mentioned."
886259363412926500,2017-07-15 16:21:12,Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,47,0,0,"Announces ongoing work on new trade agreements intended to benefit US workers, creating a moderate trade-policy signal through active efforts to change existing trade arrangements; however, the message is positive and contains no hostile trade action, sanctions, punitive measures or Fed pressure."
886743367815766e3,2017-07-17 00:24:28,"Heading back to Washington, D.C. Much will be accomplished this week on trade, the military and security!",27,0,0,"Signals that trade will be an active policy focus alongside military and security matters, but gives no indication of a trade dispute, hostile counterpart, tariffs or other restrictive measures; no sanctions or Fed pressure mentioned."
889821674987761700,2017-07-25 12:16:34,"Working on major Trade Deal with the United Kingdom. Could be very big &, exciting. JOBS! The E.U. is very protectionist with the U.S. STOP!",72,0,0,"Promotes a major new US-UK trade deal while explicitly accusing the EU of protectionism and demanding that it stop, creating a strong trade-hostility signal through direct criticism of restrictive European trade practices; however, no sanctions or specific punitive measures or Fed pressure are mentioned."
891440474132795400,2017-07-29 23:29:05,"I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet... ...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!",78,18,0,"Strongly accuses China of benefitting from an unfair trade relationship while failing to cooperate with US efforts on North Korea and explicitly states that this situation will no longer be allowed to continue, creating a high trade-hostility signal and implying future economic pressure. North Korea provides a limited indirect sanctions-related signal, but no specific sanctions are announced and there is no Fed pressure."
897041646659014700,2017-08-14 10:26:09,Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,21,0,0,"Identifies trade as an upcoming policy priority alongside military matters, providing a weak trade-policy signal but no indication of conflict, tariffs, restrictive measures or economic retaliation; no sanctions or Fed pressure discussed."
897048688639574e3,2017-08-14 10:54:08,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,54,0,0,"Strongly criticises existing US trade agreements as highly unfavourable and explicitly states that they are being changed rapidly, creating a moderate trade-hostility signal through active revision of trade policy. However, no specific tariffs, sanctions, or punitive economic measures are announced, and there is no Fed pressure."
897220584211439600,2017-08-14 22:17:11,"Big day in Washington, D.C., even though White House &, Oval Office are being renovated. Great trade deals coming for American workers!",17,0,0,"Positively anticipates future trade agreements intended to benefit American workers, providing only a minimal trade-policy signal because no trade dispute, hostile counterpart, restriction or punitive action is identified; no sanctions or Fed pressure mentioned."
901804388649500700,2017-08-27 13:51:35,"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &, Canada.Both being very difficult,may have to terminate?",84,10,0,"Describes active NAFTA renegotiations with Mexico and Canada as highly difficult and explicitly raises the possibility of terminating the agreement, creating a very high trade-hostility signal through a concrete threat to withdraw from a major trade agreement; this provides only minimal sanctions-related signal because the threatened action concerns trade policy rather than sanctions, and there is no Fed pressure."
904377075049656300,2017-09-03 16:14:31,"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",89,96,0,"Threatens the possibility of completely cutting off US trade with any country that continues doing business with North Korea, creating an extremely strong trade-hostility signal and an even stronger sanctions signal through a proposed secondary-sanctions-style measure targeting third countries; there is no Fed pressure."
919005534883328e3,2017-10-14 01:02:48,"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!",58,45,0,"Criticises countries participating in the Iran nuclear deal for benefiting economically from trade with Iran, creating moderate trade hostility and a meaningful sanctions signal because continued commercial relations with Iran are framed negatively in the context of US policy toward the nuclear deal; however, no new sanctions or trade restrictions are explicitly announced, and there is no Fed pressure."
923268967728386e3,2017-10-25 19:24:10,"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &, trade, two very important subjects!",24,12,0,"Reports a positive conversation with President Xi covering trade and North Korea, providing a limited trade-policy signal without expressing confrontation or threatening restrictive action; North Korea creates only minor sanctions-related context because no sanctions or economic pressure are discussed, and there is no Fed pressure."
928769154345324500,2017-11-09 23:39:56,"I don't blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",58,0,0,"Strongly criticises the US-China trade relationship, arguing that China has benefitted by hundreds of billions of dollars because previous US administrations allowed an unfair arrangement to persist, creating moderate trade hostility; however, the criticism is primarily directed at past US leadership and no specific tariff, restriction, or retaliatory action is proposed, while there is no sanctions or Federal Reserve pressure."
930304414564352e3,2017-11-14 05:20:31,"After my tour of Asia, all Countries dealing with us on TRADE know that the rules have changed. The United States has to be treated fairly and in a reciprocal fashion. The massive TRADE deficits must go down quickly!",77,0,0,"Declares a broad shift in US trade policy following the Asia tour, demands reciprocal treatment from trading partners, and states that large trade deficits must be refuced quickly, creating a strong trade-hostility signal through clear intent to change existing trade relationships; however, no specific tariffs, sanctions, or other measures are announced, and no Fed pressure mentioned."
930305984077156400,2017-11-14 05:26:45,"Just arrived at #ASEAN50 in the Philippines for my final stop with World Leaders. Will lead to FAIR TRADE DEALS, unlike the horror shows from past Administrations. Will then be leaving for D.C. Made many good friends!",50,0,0,"Promotes forthcoming ""fair"" trade deals while strongly criticising agreements made by previous administrations, signalling an intention to reshape existing trade relationships and creating moderate trade hostility; however, the message remains broadly cooperative and announces no tariffs, sanctions or other punitive measures. No Fed pressure mentioned."
953948941674078200,2018-01-18 11:15:25,"The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water..... ....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is ""peanuts"" compared to what Mexico makes from the U.S. NAFTA is a bad joke!",87,0,0,"Uses Mexico's $71 billion trade surplus with the US to justify requiring Mexico to finance the border wall, while explicitly condemning NAFTA as a ""bad joke"", creating very high trade hostility through strong criticism of the bilateral trade relationship and linking trade imbalance to a concrete policy demand; no sanctions are threatened or announced, and no Fed pressure."
969183644756660200,2018-03-01 12:12:42,"Our Steel and Aluminum industries (and many others) have been decimated by decades of unfair trade and bad policy with countries from around the world. We must not let our country, companies and workers be taken advantage of any longer. We want free, fair and SMART TRADE!",76,0,0,"Claims that unfair international trade has severely damaged US steel and aluminium industries and states that the US must stop allowing foreign countries to take advantage of its companies and workers, creating a strong trade-hostility signal and clear demand for a change in trade policy; however, no specific tariff, restriction or sanction is announced, and there is no Fed pressure."
1032929824900370400,2018-08-24 09:57:15,"Target CEO raves about the Economy. ""This is the best consumer environment I've seen in my career."" A big statement from a top executive. But virtually everybody is saying this, &, when our Trade Deals are made, &, cost cutting done, you haven't seen anything yet! @DRUDGE_REPORT",31,0,0,"Praises the strength of the US economy and consumer environment while suggesting that forthcoming trade deals will produce further improvements, giving a low trade-policy signal through anticipated changes to trade arrangements; however, there is no criticism of a specific trading partner, threat, tariff or restrictive action, and no sanctions or Fed pressure."
1032931711439589400,2018-08-24 10:04:45,Our Economy is setting records on virtually every front - Probably the best our country has ever done. Tremendous value created since the Election. The World is respecting us again! Companies are moving back to the U.S.A.,14,0,0,"Primarily celebrates US economic performance and companies returning to the US. The reference to firms moving back provides a weak indirect trade signal, but no trading partner, trade dispute, tariff, restriction or policy action is identified; no sanctions or Fed pressure mentioned."
1034778515789545500,2018-08-29 12:23:18,"Big Election Wins last night! The Republican Party will MAKE AMERICA GREAT AGAIN! Actually, it is happening faster than anybody thought possible! It is morphing into KEEP AMERICA GREAT!",0,0,0,"Purely domestic political messaging celebrating Republican election victories and economic/political progress. It contains no trade policy, sanctions, geopolitical economic pressure, Fed criticism or monetary-policy signal."
1035125176617365500,2018-08-30 11:20:48,"The news from the Financial Markets is even better than anticipated. For all of you that have made a fortune in the markets, or seen your 401k's rise beyond your wildest expectations, more good news is coming!",0,0,0,"Celebrates strong financial-market and 401k performance and predicts further positive developments, but contains no reference to trade policy, foreign economic pressure, sanctions, Fed or monetary policy."
1035597354395680800,2018-08-31 18:37:04,"Wow, I made OFF THE RECORD COMMENTS to Bloomberg concerning Canada, and this powerful understanding was BLATANTLY VIOLATED. Oh well, just more dishonest reporting. I am used to it. At least Canada knows where I stand!",34,0,0,"Signals disagreement with Canada by stating that Canada ""knows where I stand"", giving a low indirect trade-hostility signal given the trade-negotiation context, but the tweet itself focuses on Bloomberg violating off-the-record comments and contains no explicit trade demand, tariff, sanction or Fed pressure."
1036576599771111400,2018-09-03 11:28:14,Happy Labor Day! Our country is doing better than ever before with unemployment setting record lows. The U.S. has tremendous upside potential as we go about fixing some of the worst Trade Deals ever made by any country in the world. Big progress being made!,55,0,0,"Combines positive economic performance with an explicit commitment to fixing existing trade agreements, creating moderate trade hostility through active revision of trade policy, but no specific partner, tariff, restriction or retaliatory measure is identified. No sanctions or Fed pressure mentioned."
1240226752447873e3,2020-03-18 10:41:14,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!",6,0,0,"Focuses on domestic economic support for workers affected by COVID-19 containment measures. Calling COVID-19 the ""Chinese Virus"" introduces a weak China-related hostile signal, but there is no discussion of trade relations, tariffs, restrictions or economic retaliation; no sanctions or Fed pressure mentioned or consequential."
1241097732456099800,2020-03-20 20:22:12,"Today I spoke with our Nation's Small Businesses, which employ nearly half of America's workforce. We are taking the MOST aggressive action in history to deliver fast relief to your businesses and workers. We will always protect our Small Businesses! @SBAgov https://t.co/lf3y5iJ4hd",0,0,0,"Focuses entirely on domestic economic relief for US small businesses and workers. It contains no foreign trade dispute, tariffs, or trade-policy action, no anctions or geopolitical economic pressure, and no reference to the Federal Reserve or monetary policy."
1315868183459508200,2020-10-13 04:13:17,"Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow night it's off to Pennsylvania and another BIG crowd. We are winning. Economy is starting to boom. Good timing!!! ....Much of the money we have spent is on our ground game, said to be the best ever put together. I'll let you know how good it is on November 3rd. Very expensive to do, but opportunity could be BIG! I will spend additional money if we are not spending enough!",0,0,0,"Focuses on campaign rallies, election spending and positive claims about the US economy. It contains no reference to international trade policy, sanctions, or economic pressure against another country, and no Fed or monetary-policy criticism."
1330319748660416500,2020-11-22 01:18:38,"Why is Joe Biden so quickly forming a Cabinet when my investigators have found hundreds of thousands of fraudulent votes, enough to ""flip"" at least four States, which in turn is more than enough to win the Election? Hopefully the Courts and/or Legislatures will have.... ....the COURAGE to do what has to be done to maintain the integrity of our Elections, and the United States of America itself. THE WORLD IS WATCHING!!!",0,0,0,"Focuses entirely on the 2020 US election, alleging electoral fraud and calling for intervention by courts or state legislatures. ""The world is watching"" is rhetorical rather than a foreign-policy signal; there is no trade policy, sanctions-related economic pressure or Fed criticism."
