id,date,text
113409222180035608,2024-11-01T18:56:38.991Z,"Join me LIVE in Warren, Michigan at 4:30pmEDT. Will be on @RSBN, @OAN, @realAmericasVoice, @NewsMax, and Donald J. Trump @Rumble. See you soon—MAGA2024!!!"
113409893350121600,2024-11-01T21:47:20.235Z,"On Tuesday, November 5th—YOU have to tell Kamala you’ve had enough…"
113409897995635071,2024-11-01T21:48:31.117Z,"DREAM BIG, MICHIGAN!!!"
113409905665379859,2024-11-01T21:50:28.146Z,"THANK YOU, ROBERT F. KENNEDY JR!"
113409912599241771,2024-11-01T21:52:13.951Z,"Robert Kennedy Jr: “When you go into that voting booth, you’re going to see my name on the ballot. I DO NOT want you to VOTE for me—If you wanna see me go to Washington, you better VOTE for Donald Trump!”"
113409921861257885,2024-11-01T21:54:35.276Z,"We’re in a depression—VOTE TRUMP, because I’m going to get you out of it!"
113409939501775352,2024-11-01T21:59:04.453Z,I will and Kamala’s insane ELECTRIC VEHICLE MANDATE—Saving the MICHIGAN Auto Industry!
113409993991930543,2024-11-01T22:12:55.913Z,"MICHIGAN—When we win, you are 4 days away from the best jobs, the biggest paychecks, and the brightest economic future the world has ever seen. GET OUT AND VOTE!!"
113410008333609561,2024-11-01T22:16:34.739Z,"America will be bigger, better, bolder, richer, safer, and stronger than ever before! I am asking you to be excited about the FUTURE of your COUNTRY. We are down to 4 days! I am asking you to DREAM BIG AGAIN…"
113410027917251061,2024-11-01T22:21:33.562Z,KAMALA BROKE IT—I WILL FIX IT!
113410059996967662,2024-11-01T22:29:43.064Z,"Kamala’s closing message to America is that she hates you—My closing message is that I love America! I am asking for your vote, but I want you to know that whether you vote for me or not, when I win, I will fight for you with every breath in my body!"
113410179865070922,2024-11-01T23:00:12.102Z,"Everything we have been fighting for these past four years comes down to the next four days. We’ve been setting records in the early voting, but we can’t let up—in-person early voting in Michigan ends on SUNDAY. It’s NOW or NEVER. Get everyone you know, and VOTE, VOTE, VOTE. With your help, we are going to defeat Kamala Harris, and we are going to MAKE AMERICA GREAT AGAIN! | WARREN, MICHIGAN"
113410292895927490,2024-11-01T23:28:56.820Z,"TOGETHER—WE WILL FIGHT, FIGHT, FIGHT—and we will WIN, WIN, WIN!"
113410658498960701,2024-11-02T01:01:55.474Z,"Wishing everyone a joyous Diwali filled with warmth, light, and prosperity. May this festival bring happiness to your heart, and illuminate your wonderful path forward."
113410659723667193,2024-11-02T01:02:14.162Z,"Patrick Morrisey, of West Virginia, has been a wonderful Attorney General, and will now be an incredible Governor! He will fight tirelessly to Grow the Economy, Stop Inflation, Secure our Border, Restore American Energy DOMINANCE, Strengthen our Military/Vets, and Protect our always under siege Second Amendment. Patrick will work closely with me to enact our America First Agenda, and is a FANTASTIC person to replace my friend and future U.S. Senator, Jim Justice. Patrick Morrisey is my friend, and has my Complete and Total Endorsement - HE WILL NOT LET YOU DOWN!"
113410736288883028,2024-11-02T01:21:42.458Z,"JOIN ME LIVE IN MILWAUKEE, WISCONSIN AT 10pmEDT. Will be on @RSBN, @realAmericasVoice, @OAN, @NewsMax, and Donald J. Trump @Rumble, among others!"
113410819216773137,2024-11-02T01:42:47.834Z,"BIG RALLY IN MILWAUKEE— PACKED HOUSE, A GREAT SCENE! DJT"
113411465041288080,2024-11-02T04:27:02.336Z,"THANK YOU—MILWAUKEE, WISCONSIN!"
113411476536002691,2024-11-02T04:29:57.729Z,KAMALA BROKE IT—I WILL FIX IT!
113411518207400593,2024-11-02T04:40:33.585Z,"A GREAT DAY IN MICHIGAN & WISCONSIN, THANK YOU—MAGA2024!"
113411639609087348,2024-11-02T05:11:26.028Z,OCTOBER JOBS REPORT—THE HARRIS-BIDEN ADMINISTRATION HAS FAILED THE AMERICAN PEOPLE!
113414058682577392,2024-11-02T15:26:38.159Z,"On my way to North Carolina to speak to a crowd so large that it goes beyond the beautiful horizon, and this, after a huge Rally in Milwaukee, in the Great State of Wisconsin, last night, in front of over 30,000 American Patriots! Low Energy Democrat Candidate Lyin’ Kamala Harris, was also in Milwaukee yesterday, spending millions of Taxpayer Dollars on the trip, all to speak in front of only 900 people, and most of them were my supporters. They witnessed a person who is totally confused and tired. She is a Low IQ individual, not equipped to be President, and that’s why she can’t draw a crowd. We have people lining up for days, all over our soon to be magnificent Nation. Kamala is slumping to the finish line, yawning, shrieking, and cackling, while I am working 24/7 to win this Election, so we can save our Country and, Make America Great Again!"
113414128534256757,2024-11-02T15:44:24.011Z,"Landing in North Carolina now! Join me live in Gastonia at 12:15pmEDT. Will be on @RSBN, @realAmericasVoice, @OAN, @NewsMax, and Donald J. Trump @Rumble, among others. MAGA2024!!!"
113414229940307471,2024-11-02T16:10:11.349Z,MY PROMISES TO AMERICA!
113414860716954438,2024-11-02T18:50:36.234Z,"THANK YOU, NORTH CAROLINA!"
113414897616543675,2024-11-02T18:59:59.281Z,"The United States is now an OCCUPIED COUNTRY, but it will soon be an occupied country no longer. November 5th, 2024 will be LIBERATION DAY in America!"
113414907865582303,2024-11-02T19:02:35.667Z,"Despite all the damage she has caused, Kamala has spent the final week of her campaign comparing her political opponents to the most evil mass murderers in history. Then, Joe Biden called our supporters “GARBAGE.” My response to Joe and Kamala is simple: you can’t LEAD America if you don’t LOVE Americans. And you can’t be president if you hate the American People."
113414969135051563,2024-11-02T19:18:10.566Z,"WHEN WE GET KNOCKED DOWN, WE DON’T STAY DOWN—WE GET UP AGAIN.WE FIGHT!WE FIGHT!!WE FIGHT!!!"
113415409340626152,2024-11-02T21:10:07.569Z,"Join me LIVE in Salem, Virginia at 5:15pmEDT. Will be on @RSBN, @NewsMax, @realAmericasVoice, and Donald J. Trump @Rumble, among others. See you soon—MAGA2024!!!"
113415979587268125,2024-11-02T23:35:08.843Z,"THANK YOU—SALEM, VIRGINIA!"
113416000049258820,2024-11-02T23:40:21.065Z,"11/2/24 | SALEM, VIRGINIA"
113416144611623947,2024-11-03T00:17:06.912Z,NEW YORK! In-person early voting ends tomorrow! Let's #SwampTheVote and make this election #TooBigToRig!
113416158850015609,2024-11-03T00:20:44.173Z,OHIO! You have until tomorrow to vote early in-person! We need to make this election #TooBigToRig!
113416215449871601,2024-11-03T00:35:07.816Z,"IF YOU HAVEN’T VOTED YET, PLEASE CLICK THE LINK BELOW TO MAKE YOUR PLAN. We can’t afford to take ANY chances—YOU MUST VOTE! Stand with me with your vote and with your voice. Together, WE WILL MAKE AMERICA GREAT AGAIN!"
113416268542404860,2024-11-03T00:48:37.947Z,"Join me LIVE in Greensboro, North Carolina for a MAGA RALLY at 9:15pmEDT. Will be on @NewsMax, @realAmericasVoice, @RSBN, and Donald J. Trump @Rumble, among others. See you soon—MAGA2024!!!"
113416812209576133,2024-11-03T03:06:53.653Z,"Three beautiful MAGA RALLIES today in Gastonia, North Carolina, followed by Salem, Virginia—and this evening in Greensboro, North Carolina! Every problem facing us can be solved—but now, the fate of our nation is in your hands. On Tuesday, you have to stand up, and you have to tell Kamala that you’ve had enough, you can’t take anymore, “Kamala Harris, You’re Fired!” GET OUT AND VOTE TRUMP EVERYONE, SO TOGETHER WE CAN MAKE AMERICA GREAT AGAIN!"
113417358038328332,2024-11-03T05:25:42.332Z,"If Kamala wins, you are 3 days away from the start of a 1929-style economic depression. If I win, you are 3 days away from the best jobs, the biggest paychecks, and the brightest economic future the world has ever seen.Kamala’s inflation nightmare has cost the typical American family $30,000 dollars in higher prices—and now, she wants to impose the largest tax hike in American history, and raise your taxes by $3,000 dollars a year. I will massively cut taxes for workers and small businesses—and we will have NO TAX ON TIPS, NO TAX ON OVERTIME, and NO TAX ON SOCIAL SECURITY benefits!"
113417359614604756,2024-11-03T05:26:06.385Z,"As we rescue our economy, I will also restore our borders. Over the past 4 years, Kamala has orchestrated the most egregious betrayal that any leader in American history has ever inflicted on our people. She has violated her oath, eradicated our sovereign border, and unleashed an army of gangs and criminal migrants from prisons and jails, insane asylums and mental institutions around the world, from Venezuela to the Congo—stealing countless American lives."
113419171072451969,2024-11-03T13:06:47.042Z,"No President has done more for FARMERS, and the Great State of Iowa, than Donald J. Trump. In fact, it’s not even close! All polls, except for one heavily skewed toward the Democrats by a Trump hater who called it totally wrong the last time, have me up, BY A LOT. I LOVE THE FARMERS, AND THEY LOVE ME. THE JUST OUT EMERSON POLL HAS ME UP 10 POINTS IN IOWA. THANK YOU!"
113419547333321006,2024-11-03T14:42:28.326Z,"FoxNews keeps putting on Democrat ads, as part of their news program. Their soundbites are almost all of Harris and her Democrat friends, all of whom are on the shows. FOX NEWS IS NOT OUR FRIEND. It’s crazy!"
113419662676904240,2024-11-03T15:11:48.330Z,"Join me LIVE in Lititz, Pennsylvania at 10:30amEDT. Will be on @RSBN, @OAN, @realAmericasVoice, @NewsMax, and Donald J. Trump @Rumble. See you soon—MAGA2024!!!"
113420464337142285,2024-11-03T18:35:40.692Z,"THANK YOU, PENNSYLVANIA! Everything we have been fighting so hard to achieve for the past 9 years all comes down to the next two days. It’s NOW or NEVER. This moment will not come again. For the sake of your family, your Country, and your freedom, you have to GET OUT AND VOTE!"
113420521135058743,2024-11-03T18:50:07.362Z,"I haven’t seen the Drudge Report for years, but everyone tells me it is doing really badly. Is it remaining open, or will they close it up?"
113420527789498274,2024-11-03T18:51:48.897Z,I LOVE TRUTH SOCIAL!
113420549777536551,2024-11-03T18:57:24.408Z,"Heading to Kinston, North Carolina. Big Crowd. Polls are looking GREAT. MAGA!!!"
113420818110322056,2024-11-03T20:05:38.845Z,"Join me LIVE in Kinston, North Carolina at 3:30pmEDT. Will be on @NewsMax, @realAmericasVoice, @RSBN, and Donald J. Trump @Rumble, among others. See you soon—MAGA2024!!!"
113421532985937880,2024-11-03T23:07:26.979Z,"NEBRASKA! In-person Early Voting ends tomorrow! Get out and vote—Together, we'll make this election #TooBigToRig!"
113421537093853736,2024-11-03T23:08:29.660Z,MONTANA! You have until tomorrow to vote in-person and request your absentee ballot. Let's #SwampTheVote! vote.donaldjtrump.com/mt
113421544207038362,2024-11-03T23:10:18.200Z,CALIFORNIA! Early Voting ends tomorrow! Let's make this election #TooBigToRig
113421631757789522,2024-11-03T23:32:34.118Z,"KAMALA BROKE IT, BUT I WILL FIX IT! With your VOTE, inflation will END. The border will be SAFE & SECURE. We will have PEACE across the globe. WITH YOUR VOTE, AMERICA WILL ENTER A NEW GOLDEN AGE! Vote TRUMP to MAKE AMERICA GREAT AGAIN!"
113421642091962192,2024-11-03T23:35:11.802Z,"Just landed in Georgia! Join me live in Macon at 7:15pmEDT. Will be on @RSBN, @realAmericasVoice, @NewsMax, and Donald J. Trump @Rumble, among others. Will see you soon—TOGETHER, we are going to MAKE AMERICA GREAT AGAIN!"
113421835789140768,2024-11-04T00:24:27.393Z,#Unity2024 #MAGA
113422486548204140,2024-11-04T03:09:57.187Z,"THANK YOU—MACON, GEORGIA!"
113422500803916100,2024-11-04T03:13:34.709Z,"Mimi Ramirez-Rodriguez was kidnapped and murdered by an illegal alien—leaving behind a 9 year-old girl. I met her grieving mom Carmen tonight in Georgia. With your vote Tuesday, we will end Kamala’s invasion and we will not allow illegals to spill one more drop of American blood."
113423292553721162,2024-11-04T06:34:55.853Z,"A great day in Pennsylvania, North Carolina, and Georgia—THANK YOU! Everyone be sure to get out and VOTE! GO TO SWAMP THE VOTE USA:"
113425110394877855,2024-11-04T14:17:13.907Z,“AMERICA IS BEING INVADED”
113425185981054000,2024-11-04T14:36:27.263Z,MAKE AMERICA GREAT AGAIN!
113425359034120565,2024-11-04T15:20:27.839Z,"Join me live in Raleigh, North Carolina at 10:45amEDT! Will be on @RSBN, @OAN, @NewsMax, @realAmericasVoice, and Donald J. Trump @Rumble, among others. See you soon—MAGA2024!"
113425891879579702,2024-11-04T17:35:58.422Z,"THANK YOU, NORTH CAROLINA! For the past 9 years, we have been fighting against the most sinister and corrupt forces on earth. With your vote in this election, you can show them once and for all that this nation does NOT belong to THEM...It was hardworking Patriots like you who built this Country—and TOMORROW, it is hardworking Patriots like you who are going to SAVE our Country."
113426382601152485,2024-11-04T19:40:46.237Z,"Thank you—Pittsburgh, Pennsylvania. Will see you tonight, after my rally in Reading!"
113426396317951487,2024-11-04T19:44:15.540Z,"Join me live in Reading, Pennsylvania at 3:30pmEDT. Will be on @RSBN, @OAN, @realAmericasVoice, @NewsMax, and Donald J. Trump @Rumble, among others. Will see you soon—MAGA2024!!! LIVE LINK HERE:"
113426410813381455,2024-11-04T19:47:56.719Z,It’s time to Save America from disaster by telling Kamala Harris we’ve had enough of the damage she’s caused! Do your part to guarantee we win by more than the Margin of Fraud by casting your vote and taking responsibility for ensuring every Republican and Trump voter in your household casts theirs too. Go to:
113426436990570801,2024-11-04T19:54:36.154Z,"We are building the biggest and broadest coalition in American Political History. This includes record-breaking numbers of Arab and Muslim Voters in Michigan who want PEACE. They know Kamala and her warmonger Cabinet will invade the Middle East, get millions of Muslims killed, and start World War III. VOTE TRUMP, AND BRING BACK PEACE!"
113426442661852229,2024-11-04T19:56:02.686Z,Coming soon: THE GOLDEN AGE OF AMERICA!
113426535732157319,2024-11-04T20:19:42.831Z,"THANK YOU, @TulsiGabbard!"
113426911882124950,2024-11-04T21:55:22.424Z,"Thank you Don Jr., Eric, Lara, Tiffany, and Michael! #MAGA2024"
113426929463597770,2024-11-04T21:59:50.694Z,"THANK YOU—READING, PENNSYLVANIA! Four years we've all waited for this, and now it's tomorrow. Tomorrow, it's hard working Patriots like you who are going to Save our Country! VOTE!!!"
113427317301042983,2024-11-04T23:38:28.624Z,"We are just ONE DAY AWAY from what will be the most important political event in the history of our Country—but you have to GET OUT AND VOTE! Thank you, Reading, Pennsylvania!!"
113427384009130909,2024-11-04T23:55:26.510Z,Tomorrow is our last chance to defeat the corrupt establishment. GET OUT AND VOTE!
113427593943981335,2024-11-05T00:48:49.862Z,"Join me live in Pittsburgh, Pennsylvania! Will be on @RSBN, @OAN, @realAmericasVoice, @NewsMax, and Donald J. Trump @Rumble, among others!LIVE LINK HERE:"
113428001531043669,2024-11-05T02:32:29.145Z,"My message to Americans—from Pittsburgh, Pennsylvania tonight is simple: We do not have to live this way. We do not have to settle for weakness, incompetence, decline, and decay…"
113428019736332599,2024-11-05T02:37:06.934Z,"THANK YOU, JOE!"
113428270035381586,2024-11-05T03:40:46.199Z,"Roberto Clemente, the Pride of Puerto Rico, was one of the greatest baseball players in history, and also a tremendous humanitarian. He gave his life helping others, dying in a plane crash while delivering relief supplies to earthquake victims on New Year’s Eve 1972. He remains a legend in Puerto Rico and in Pittsburgh. It was my pleasure to talk about his legacy with his oldest son, Roberto Jr., at our rally in Pittsburgh. It’s wonderful to have his support."
113428356832596174,2024-11-05T04:02:50.615Z,"A great honor, from a great fighter. Thank you!"
113429138265950275,2024-11-05T07:21:34.342Z,"A GREAT DAY IN NORTH CAROLINA, PENNSYLVANIA, AND MICHIGAN—THANK YOU! IT’S TIME TO GET OUT AND VOTE—SO TOGETHER, WE CAN MAKE AMERICA GREAT AGAIN!!!"
113430857329287188,2024-11-05T14:38:45.166Z,"It is now officially ELECTION DAY! This will be the most important day in American History.Voter enthusiasm is THROUGH THE ROOF because people want to Make America Great Again. That means lines are going to be long!I need you to deliver your vote no matter how long it takes. STAY IN LINE! The Radical Communist Democrats want you to pack up and go home. Together, we are going to have a tremendous victory and MAKE AMERICA GREAT AGAIN!"
113431653938167900,2024-11-05T18:01:20.453Z,Republicans: We are doing GREAT! Stay on Line. Do not let them move you. STAY ON LINE AND VOTE!
113431729346970860,2024-11-05T18:20:31.101Z,Your vote will lead us to Greatness.Your vote will unleash a new GOLDEN AGE!Your vote will MAKE AMERICA GREAT AGAIN! GREATER THAN EVER BEFORE!VOTE TRUMP!
113431857538426804,2024-11-05T18:53:07.191Z,"I just learned of the passing of legendary entrepreneur and political genius Bernie Marcus. He was my supporter from the beginning and was always there when I needed help or advice. He strongly endorsed me for this election, as well as my other runs, and I will never forget him for that. He was an extraordinary man and I look forward to powerfully honoring him in the future. Warmest condolences to his wonderful family, and all of his many friends!"
113432229212499973,2024-11-05T20:27:38.442Z,STAY IN LINE—TOO BIG TO RIG!
113432510587738535,2024-11-05T21:39:11.891Z,A lot of talk about massive CHEATING in Philadelphia. Law Enforcement coming!!!
113432809962849333,2024-11-05T22:55:19.993Z,Philadelphia and Detroit! Heavy Law Enforcement is there!!!
113432910293976514,2024-11-05T23:20:50.923Z,GET OUT AND VOTE—STILL TIME LEFT!
113433069439860450,2024-11-06T00:01:19.295Z,Maine - 1 More Hour!Polls are open until 8:00 PM local.If you are in line by the cutoff they must let you vote.Maine has Ranked Choice Voting. Vote Trump First Choice every round! GO NOW and STAY IN LINE!Find your voting location at the link below!
113433071127065238,2024-11-06T00:01:45.040Z,Pennsylvania - 1 More Hour!Polls are open until 8:00 PM local.Open until 10:00 PM in Cambria County ONLY.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433196918488481,2024-11-06T00:33:44.465Z,HI REPUBLICANS! IF YOU’RE IN LINE—STAY IN LINE…
113433288302593463,2024-11-06T00:56:58.879Z,New York - 1 More Hour!Polls are open until 9:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433290104821992,2024-11-06T00:57:26.373Z,Iowa - 1 More Hour!Polls are open until 8:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433293846297690,2024-11-06T00:58:23.464Z,Wisconsin - 1 More Hour!Polls are open until 8:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433295151571962,2024-11-06T00:58:43.382Z,Michigan - 1 More Hour!Polls are open until 8:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433317198827604,2024-11-06T01:04:19.797Z,Arizona - 1 More Hour!Polls are open until 7:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433529617652541,2024-11-06T01:58:21.050Z,Montana - 1 More Hour!Polls are open until 8:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433531215634691,2024-11-06T01:58:45.433Z,Nevada - 1 More Hour!Polls are open until 7:00 PM local.If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113433773224046116,2024-11-06T03:00:18.188Z,California - 1 More Hour!Polls are open until 8:00 PM local. If you are in line by the cutoff they must let you vote.GO NOW and STAY IN LINE!Find your voting location at the link below!
113447949058695478,2024-11-08T15:05:24.260Z,"There are fake, untrue, and probably illegal rumors and/or statements made by, perhaps, market manipulators or short sellers, that I am interested in selling shares of Truth. THOSE RUMORS OR STATEMENTS ARE FALSE. I HAVE NO INTENTION OF SELLING! I hereby request that the people who have set off these fake rumors or statements, and who may have done so in the past, be immediately investigated by the appropriate authorities. Truth is an important part of our historic win, and I deeply believe in it. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!"
113448443776000306,2024-11-08T17:11:13.052Z,"Governor Gavin Newscum is trying to KILL our Nation’s beautiful California. For the first time ever, more people are leaving than are coming in. He is using the term “Trump-Proof” as a way of stopping all of the GREAT things that can be done to “Make California Great Again,” but I just overwhelmingly won the Election. People are being forced to leave due to his, & other’s, INSANE POLICY DECISIONS, like the ridiculously rerouting of MILLIONS OF GALLONS OF WATER A DAY FROM THE NORTH OUT INTO THE PACIFIC OCEAN, rather than using it, free of charge, for the towns, cities, & farms dotted all throughout California. They are making it impossible to build a reasonably priced car, the unchecked and unbalanced homeless catastrophe, & the cost of EVERYTHING, in particular “groceries,” IS OUT OF CONTROL. Also, as an “AGENT” for the United States of America on Voting & Elections, I will be DEMANDING THAT VOTER I.D., AND PROOF OF CITIZENSHIP, ARE A NECESSARY PART AND COMPONENT OF THE VOTING PROCESS!"
113453369063248928,2024-11-09T14:03:46.971Z,"I am very surprised that the Democrats, who fought a hard and valiant fight in the 2020 Presidential Election, raising a record amount of money, didn’t have lots of $’s left over. Now they are being squeezed by vendors and others. Whatever we can do to help them during this difficult period, I would strongly recommend we, as a Party and for the sake of desperately needed UNITY, do. We have a lot of money left over in that our biggest asset in the campaign was “Earned Media,” and that doesn’t cost very much. MAKE AMERICA GREAT AGAIN!"
113455540757405917,2024-11-09T23:16:04.394Z,"I will not be inviting former Ambassador Nikki Haley, or former Secretary of State Mike Pompeo, to join the Trump Administration, which is currently in formation. I very much enjoyed and appreciated working with them previously, and would like to thank them for their service to our Country. MAKE AMERICA GREAT AGAIN!"
113460270802936865,2024-11-10T19:18:59.160Z,"Any Republican Senator seeking the coveted LEADERSHIP position in the United States Senate must agree to Recess Appointments (in the Senate!), without which we will not be able to get people confirmed in a timely manner. Sometimes the votes can take two years, or more. This is what they did four years ago, and we cannot let it happen again. We need positions filled IMMEDIATELY! Additionally, no Judges should be approved during this period of time because the Democrats are looking to ram through their Judges as the Republicans fight over Leadership. THIS IS NOT ACCEPTABLE. THANK YOU!"
113460923995866609,2024-11-10T22:05:06.089Z,HAPPY 249TH BIRTHDAY TO OUR GREAT U.S. MARINES!!!
113461587467805230,2024-11-11T00:53:49.870Z,NICK BOSA IS A GREAT PLAYER!
113461607281655808,2024-11-11T00:58:52.203Z,The NFL should get rid of the ridiculous new Kickoff Rule!
113461636900916987,2024-11-11T01:06:24.162Z,"The Democrats made a BIG mistake in getting Crazy Liz Chaney, and her father, Dick, involved in their campaign for President. It made the Republicans angry, and the Democrats just plain scratching their heads in amazement. It is always a bad idea to bring “losers”into a political campaign!"
113462216241453150,2024-11-11T03:33:44.196Z,"THANK YOU GOD! WON ALL SWING STATES, & THE POPULAR VOTE BY ALMOST 7 MILLION VOTERS. GOT 312 ELECTORAL VOTES. IN THE GREAT STATE OF TEXAS, WON 31 OF 32 STATEWIDE JUDICIAL BENCHES, AND EVERY COUNTY IN THE RIO GRANDE VALLEY. THEY WERE ALL BLUE 8 YEARS AGO, & GOT ONE MILLION MORE TEXAS VOTES THAN IN 2020!"
113462412414821782,2024-11-11T04:23:37.560Z,"I am pleased to announce that the Former ICE Director, and stalwart on Border Control, Tom Homan, will be joining the Trump Administration, in charge of our Nation’s Borders (“The Border Czar”), including, but not limited to, the Southern Border, the Northern Border, all Maritime, and Aviation Security. I’ve known Tom for a long time, and there is nobody better at policing and controlling our Borders. Likewise, Tom Homan will be in charge of all Deportation of Illegal Aliens back to their Country of Origin. Congratulations to Tom. I have no doubt he will do a fantastic, and long awaited for, job."
113465350193329113,2024-11-11T16:50:44.503Z,“PREVIEWING FOREIGN POLICY UNDER TRUMP’S LEADERSHIP”
113465354978457160,2024-11-11T16:51:57.518Z,“TRUMP TAPS TOM HOMAN AS BORDER CZAR”
113465627377894593,2024-11-11T18:01:14.004Z,"Get a copy of my newest book, SAVE AMERICA today!"
113471367719279821,2024-11-12T18:21:04.663Z,"I am honored to announce that Congressman Mike Waltz (R-FL) is hereby appointed to serve in my Cabinet as my National Security Advisor. Mike is the first Green Beret to have been elected to Congress, and previously served in the White House and Pentagon. Mike served in the Army Special Forces for 27 years where he was deployed multiple times in combat for which he was awarded four Bronze Stars, including two with Valor..."
113471522912959089,2024-11-12T19:00:32.732Z,"I am pleased to announce that the Highly Respected former Governor of Arkansas, Mike Huckabee, has been nominated to be The United States Ambassador to Israel…"
113472309364700933,2024-11-12T22:20:33.031Z,"I am pleased to announce that I have appointed Steven C. Witkoff to be Special Envoy to the Middle East. Steve is a Highly Respected Leader in Business and Philanthropy, who has made every project and community he has been involved with stronger and more prosperous. Steve will be an unrelenting Voice for PEACE, and make us all proud…"
113472416019067794,2024-11-12T22:47:40.447Z,I am pleased to announce that William Joseph McGinley will serve as my White House Counsel. Bill is a smart and tenacious lawyer who will help me advance our America First agenda while fighting for election integrity and against the weaponization of law enforcement. He served in my first term as White House Cabinet Secretary and played a major role in our election victory as the RNC's Outside Counsel for Election Integrity…
113472422495973695,2024-11-12T22:49:19.277Z,"I am pleased to announce that former Director of National Intelligence John Ratcliffe will serve as Director of the Central Intelligence Agency (CIA). From exposing fake Russian collusion to be a Clinton campaign operation, to catching the FBl's abuse of Civil Liberties at the FISA Court, John Ratcliffe has always been a warrior for Truth and Honesty with the American Public. When 51 intelligence officials were lying about Hunter Biden's laptop, there was one, John Ratcliffe, telling the truth to the American People…"
113472762495361722,2024-11-13T00:15:47.256Z,"I am honored to announce that I have nominated Pete Hegseth to serve in my Cabinet as The Secretary of Defense. Pete has spent his entire life as a Warrior for the Troops, and for the Country. Pete is tough, smart and a true believer in America First. With Pete at the helm, America's enemies are on notice - Our Military will be Great Again, and America will Never Back Down…"
