date,trade_sum,sanctions_sum,fed_pressure_sum
2017-05-21,0.0,0.0,0.0
2017-05-22,0.0,0.0,0.0
2017-05-23,0.0,0.0,0.0
2017-05-24,0.0,0.0,0.0
2017-05-25,0.0,0.0,0.0
2017-05-26,0.0,0.0,0.0
2017-05-27,125.0,15.0,0.0
2017-05-28,40.0,0.0,0.0
2017-05-29,25.0,18.0,0.0
2017-05-30,83.0,8.0,0.0
2017-05-31,0.0,0.0,0.0
2017-06-01,5.0,5.0,0.0
2017-06-02,0.0,0.0,0.0
2017-06-03,0.0,0.0,0.0
2017-06-04,0.0,0.0,0.0
2017-06-05,0.0,0.0,0.0
2017-06-06,0.0,20.0,0.0
2017-06-07,0.0,0.0,0.0
2017-06-08,0.0,0.0,0.0
2017-06-09,20.0,0.0,0.0
2017-06-10,40.0,0.0,0.0
2017-06-11,0.0,0.0,0.0
2017-06-12,1.0,0.0,0.0
2017-06-13,0.0,0.0,0.0
2017-06-14,0.0,0.0,0.0
2017-06-15,0.0,0.0,0.0
2017-06-16,15.0,8.0,2.0
2017-06-17,0.0,0.0,0.0
2017-06-18,0.0,0.0,0.0
2017-06-19,0.0,0.0,0.0
2017-06-20,0.0,0.0,0.0
2017-06-21,30.0,0.0,0.0
2017-06-22,0.0,0.0,0.0
2017-06-23,0.0,0.0,0.0
2017-06-24,0.0,0.0,0.0
2017-06-25,0.0,0.0,0.0
2017-06-26,0.0,0.0,0.0
2017-06-27,0.0,0.0,0.0
2017-06-28,0.0,0.0,0.0
2017-06-29,40.0,40.0,0.0
2017-06-30,96.0,65.0,0.0
2017-07-01,0.0,0.0,0.0
2017-07-02,0.0,0.0,0.0
2017-07-03,50.0,0.0,0.0
2017-07-04,0.0,40.0,0.0
2017-07-05,114.0,18.0,0.0
2017-07-06,0.0,0.0,0.0
2017-07-07,20.0,0.0,0.0
2017-07-08,25.0,10.0,0.0
2017-07-09,64.0,57.0,0.0
2017-07-10,0.0,0.0,0.0
2017-07-11,0.0,0.0,0.0
2017-07-12,10.0,0.0,0.0
2017-07-13,0.0,0.0,0.0
2017-07-14,43.0,0.0,0.0
2017-07-15,47.0,0.0,0.0
2017-07-16,0.0,0.0,0.0
2017-07-17,27.0,0.0,0.0
2017-07-18,0.0,0.0,0.0
2017-07-19,0.0,0.0,0.0
2017-07-20,0.0,0.0,0.0
2017-07-21,0.0,0.0,0.0
2017-07-22,0.0,0.0,0.0
2017-07-23,0.0,0.0,0.0
2017-07-24,0.0,0.0,0.0
2017-07-25,77.0,0.0,0.0
2017-07-26,0.0,0.0,0.0
2017-07-27,0.0,0.0,0.0
2017-07-28,0.0,0.0,0.0
2017-07-29,108.0,18.0,0.0
2017-07-30,0.0,0.0,0.0
2017-07-31,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0
2017-08-02,0.0,0.0,0.0
2017-08-03,25.0,0.0,0.0
2017-08-04,20.0,0.0,0.0
2017-08-05,0.0,172.0,0.0
2017-08-06,0.0,0.0,0.0
2017-08-07,76.0,105.0,0.0
2017-08-08,0.0,40.0,0.0
2017-08-09,0.0,20.0,0.0
2017-08-10,0.0,0.0,0.0
2017-08-11,0.0,20.0,0.0
2017-08-12,0.0,0.0,0.0
2017-08-13,0.0,0.0,0.0
2017-08-14,217.0,0.0,0.0
2017-08-15,0.0,0.0,0.0
2017-08-16,50.0,0.0,0.0
2017-08-17,0.0,0.0,0.0
2017-08-18,20.0,0.0,0.0
2017-08-19,0.0,0.0,0.0
2017-08-20,0.0,0.0,0.0
2017-08-21,0.0,0.0,0.0
2017-08-22,20.0,0.0,0.0
2017-08-23,0.0,0.0,0.0
2017-08-24,20.0,0.0,0.0
2017-08-25,20.0,0.0,0.0
2017-08-26,0.0,0.0,0.0
2017-08-27,134.0,10.0,0.0
2017-08-28,0.0,0.0,0.0
2017-08-29,0.0,0.0,0.0
2017-08-30,40.0,20.0,0.0
2017-08-31,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0
2017-09-02,0.0,0.0,0.0
2017-09-03,137.0,171.0,0.0
2017-09-04,0.0,0.0,0.0
2017-09-05,40.0,0.0,0.0
2017-09-06,0.0,0.0,0.0
2017-09-07,0.0,0.0,0.0
2017-09-08,0.0,0.0,0.0
2017-09-09,0.0,0.0,0.0
2017-09-10,0.0,0.0,0.0
2017-09-11,0.0,0.0,0.0
2017-09-12,0.0,0.0,0.0
2017-09-13,0.0,0.0,0.0
2017-09-14,80.0,0.0,0.0
2017-09-15,50.0,57.0,0.0
2017-09-16,0.0,0.0,0.0
2017-09-17,50.0,0.0,0.0
2017-09-18,0.0,0.0,0.0
2017-09-19,0.0,0.0,0.0
2017-09-20,38.0,0.0,0.0
2017-09-21,20.0,0.0,0.0
2017-09-22,0.0,89.0,0.0
2017-09-23,60.0,70.0,0.0
2017-09-24,0.0,0.0,0.0
2017-09-25,0.0,0.0,0.0
2017-09-26,0.0,100.0,0.0
2017-09-27,20.0,0.0,0.0
2017-09-28,0.0,0.0,0.0
2017-09-29,10.0,0.0,0.0
2017-09-30,10.0,0.0,0.0
2017-10-01,40.0,20.0,0.0
2017-10-02,0.0,0.0,0.0
2017-10-03,0.0,0.0,0.0
2017-10-04,0.0,0.0,0.0
2017-10-05,0.0,0.0,0.0
2017-10-06,0.0,0.0,0.0
2017-10-07,0.0,0.0,0.0
2017-10-08,0.0,47.0,0.0
2017-10-09,0.0,0.0,0.0
2017-10-10,0.0,0.0,0.0
2017-10-11,40.0,0.0,0.0
2017-10-12,0.0,0.0,0.0
2017-10-13,0.0,50.0,0.0
2017-10-14,58.0,45.0,0.0
2017-10-15,70.0,0.0,0.0
2017-10-16,30.0,0.0,0.0
2017-10-17,0.0,0.0,0.0
2017-10-18,10.0,40.0,0.0
2017-10-19,0.0,25.0,0.0
2017-10-20,0.0,0.0,0.0
2017-10-21,0.0,0.0,0.0
2017-10-22,0.0,0.0,0.0
2017-10-23,0.0,0.0,40.0
2017-10-24,40.0,0.0,0.0
2017-10-25,24.0,12.0,0.0
2017-10-26,0.0,0.0,0.0
2017-10-27,0.0,0.0,40.0
2017-10-28,0.0,0.0,0.0
2017-10-29,0.0,0.0,0.0
2017-10-30,0.0,0.0,0.0
2017-10-31,0.0,20.0,0.0
2017-11-01,20.0,0.0,0.0
2017-11-02,10.0,0.0,142.0
2017-11-03,0.0,50.0,0.0
2017-11-04,0.0,0.0,0.0
2017-11-05,5.0,0.0,0.0
2017-11-06,0.0,0.0,0.0
2017-11-07,10.0,0.0,0.0
2017-11-08,80.0,30.0,0.0
2017-11-09,78.0,0.0,0.0
2017-11-10,60.0,0.0,0.0
2017-11-11,0.0,76.0,0.0
2017-11-12,10.0,0.0,0.0
2017-11-13,60.0,0.0,0.0
2017-11-14,127.0,0.0,0.0
2017-11-15,40.0,0.0,0.0
2017-11-16,0.0,27.0,0.0
2017-11-17,0.0,0.0,0.0
2017-11-18,0.0,0.0,0.0
2017-11-19,0.0,20.0,0.0
2017-11-20,40.0,0.0,0.0
2017-11-21,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.0
2017-11-23,20.0,0.0,0.0
2017-11-24,0.0,0.0,0.0
2017-11-25,0.0,0.0,0.0
2017-11-26,0.0,0.0,0.0
2017-11-27,0.0,0.0,0.0
2017-11-28,20.0,0.0,0.0
2017-11-29,0.0,89.0,0.0
2017-11-30,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2017-12-02,0.0,0.0,0.0
2017-12-03,0.0,0.0,0.0
2017-12-04,20.0,0.0,0.0
2017-12-05,0.0,0.0,0.0
2017-12-06,0.0,0.0,0.0
2017-12-07,0.0,0.0,0.0
2017-12-08,0.0,0.0,52.0
2017-12-09,0.0,0.0,0.0
2017-12-10,20.0,0.0,0.0
2017-12-11,0.0,0.0,0.0
2017-12-12,40.0,0.0,30.0
2017-12-13,0.0,0.0,0.0
2017-12-14,0.0,0.0,0.0
2017-12-15,0.0,0.0,0.0
2017-12-16,0.0,0.0,0.0
2017-12-17,0.0,0.0,0.0
2017-12-18,10.0,0.0,0.0
2017-12-19,0.0,0.0,40.0
2017-12-20,0.0,0.0,0.0
2017-12-21,0.0,0.0,0.0
2017-12-22,0.0,90.0,0.0
2017-12-23,0.0,0.0,0.0
2017-12-24,0.0,0.0,0.0
2017-12-25,20.0,0.0,20.0
2017-12-26,0.0,0.0,0.0
2017-12-27,0.0,0.0,0.0
2017-12-28,50.0,0.0,0.0
2017-12-29,20.0,0.0,0.0
2017-12-30,40.0,15.0,0.0
2017-12-31,0.0,35.0,0.0
2018-01-01,50.0,40.0,0.0
2018-01-02,123.0,120.0,40.0
2018-01-03,0.0,90.0,0.0
2018-01-04,40.0,0.0,0.0
2018-01-05,0.0,0.0,0.0
2018-01-06,0.0,0.0,0.0
2018-01-07,0.0,0.0,0.0
2018-01-08,0.0,0.0,0.0
2018-01-09,0.0,0.0,0.0
2018-01-10,0.0,0.0,0.0
2018-01-11,10.0,20.0,0.0
2018-01-12,80.0,0.0,0.0
2018-01-13,60.0,0.0,0.0
2018-01-14,0.0,0.0,0.0
2018-01-15,0.0,0.0,0.0
2018-01-16,25.0,0.0,0.0
2018-01-17,70.0,0.0,0.0
2018-01-18,167.0,0.0,0.0
2018-01-19,0.0,0.0,0.0
2018-01-20,0.0,0.0,0.0
2018-01-21,0.0,0.0,0.0
2018-01-22,0.0,0.0,0.0
2018-01-23,20.0,0.0,0.0
2018-01-24,0.0,0.0,0.0
2018-01-25,0.0,0.0,0.0
2018-01-26,0.0,0.0,0.0
2018-01-27,0.0,0.0,0.0
2018-01-28,20.0,0.0,0.0
2018-01-29,0.0,0.0,0.0
2018-01-30,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-02-02,0.0,0.0,0.0
2018-02-03,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0
2018-02-05,50.0,0.0,0.0
2018-02-06,0.0,0.0,0.0
2018-02-07,0.0,0.0,40.0
2018-02-08,10.0,0.0,0.0
2018-02-09,0.0,5.0,0.0
2018-02-10,0.0,0.0,0.0
2018-02-11,0.0,0.0,0.0
2018-02-12,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0
2018-02-14,0.0,0.0,0.0
2018-02-15,0.0,0.0,0.0
2018-02-16,0.0,0.0,0.0
2018-02-17,0.0,0.0,0.0
2018-02-18,0.0,0.0,0.0
2018-02-19,0.0,0.0,0.0
2018-02-20,0.0,10.0,0.0
2018-02-21,0.0,0.0,0.0
2018-02-22,0.0,0.0,0.0
2018-02-23,90.0,0.0,0.0
2018-02-24,0.0,0.0,0.0
2018-02-25,0.0,0.0,0.0
2018-02-26,0.0,0.0,0.0
2018-02-27,0.0,0.0,0.0
2018-02-28,0.0,0.0,0.0
2018-03-01,76.0,0.0,0.0
2018-03-02,150.0,0.0,0.0
2018-03-03,110.0,0.0,0.0
2018-03-04,0.0,0.0,0.0
2018-03-05,165.0,20.0,0.0
2018-03-06,40.0,5.0,0.0
2018-03-07,210.0,0.0,0.0
2018-03-08,90.0,0.0,0.0
2018-03-09,0.0,57.0,0.0
2018-03-10,80.0,20.0,0.0
2018-03-11,0.0,0.0,0.0
2018-03-12,40.0,0.0,0.0
2018-03-13,10.0,15.0,0.0
2018-03-14,40.0,0.0,0.0
2018-03-15,70.0,0.0,0.0
2018-03-16,0.0,0.0,0.0
2018-03-17,0.0,0.0,0.0
2018-03-18,0.0,0.0,0.0
2018-03-19,0.0,0.0,0.0
2018-03-20,0.0,0.0,0.0
2018-03-21,0.0,0.0,0.0
2018-03-22,10.0,0.0,0.0
2018-03-23,40.0,0.0,0.0
2018-03-24,0.0,0.0,0.0
2018-03-25,20.0,0.0,0.0
2018-03-26,0.0,0.0,0.0
2018-03-27,20.0,0.0,0.0
2018-03-28,10.0,114.0,0.0
2018-03-29,50.0,0.0,0.0
2018-03-30,0.0,0.0,0.0
2018-03-31,40.0,0.0,0.0
2018-04-01,85.0,77.0,0.0
2018-04-02,125.0,0.0,0.0
2018-04-03,45.0,5.0,5.0
2018-04-04,120.0,40.0,0.0
2018-04-05,75.0,20.0,0.0
2018-04-06,100.0,0.0,0.0
2018-04-07,50.0,0.0,0.0
2018-04-08,40.0,17.0,0.0
2018-04-09,50.0,0.0,0.0
2018-04-10,60.0,0.0,0.0
2018-04-11,18.0,50.0,0.0
2018-04-12,20.0,0.0,40.0
2018-04-13,47.0,0.0,0.0
2018-04-14,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0
2018-04-16,44.0,35.0,68.0
2018-04-17,80.0,0.0,0.0
2018-04-18,80.0,0.0,0.0
2018-04-19,10.0,5.0,5.0
2018-04-20,40.0,40.0,0.0
2018-04-21,0.0,57.0,0.0
2018-04-22,40.0,0.0,0.0
2018-04-23,40.0,0.0,0.0
2018-04-24,0.0,0.0,0.0
2018-04-25,40.0,0.0,0.0
2018-04-26,40.0,20.0,0.0
2018-04-27,10.0,0.0,0.0
2018-04-28,40.0,0.0,0.0
2018-04-29,0.0,0.0,0.0
2018-04-30,20.0,0.0,0.0
2018-05-01,50.0,20.0,0.0
2018-05-02,20.0,0.0,0.0
2018-05-03,10.0,0.0,0.0
2018-05-04,0.0,0.0,0.0
2018-05-05,40.0,0.0,0.0
2018-05-06,0.0,0.0,0.0
2018-05-07,38.0,42.0,0.0
2018-05-08,45.0,80.0,0.0
2018-05-09,5.0,5.0,5.0
2018-05-10,0.0,20.0,0.0
2018-05-11,20.0,28.0,0.0
2018-05-12,20.0,40.0,0.0
2018-05-13,100.0,35.0,0.0
2018-05-14,25.0,13.0,2.0
2018-05-15,45.0,0.0,0.0
2018-05-16,45.0,0.0,0.0
2018-05-17,10.0,0.0,0.0
2018-05-18,0.0,0.0,0.0
2018-05-19,0.0,0.0,0.0
2018-05-20,0.0,0.0,0.0
2018-05-21,105.0,0.0,0.0
2018-05-22,0.0,0.0,0.0
2018-05-23,80.0,20.0,0.0
2018-05-24,0.0,0.0,0.0
2018-05-25,100.0,20.0,0.0
2018-05-26,0.0,5.0,0.0
2018-05-27,0.0,0.0,0.0
2018-05-28,14.0,0.0,0.0
2018-05-29,28.0,0.0,0.0
2018-05-30,0.0,0.0,0.0
2018-05-31,40.0,0.0,0.0
2018-06-01,40.0,0.0,0.0
2018-06-02,130.0,0.0,0.0
2018-06-03,0.0,0.0,0.0
2018-06-04,150.0,15.0,0.0
2018-06-05,70.0,0.0,0.0
2018-06-06,0.0,0.0,0.0
2018-06-07,160.0,55.0,95.0
2018-06-08,210.0,0.0,0.0
2018-06-09,240.0,35.0,0.0
2018-06-10,0.0,0.0,0.0
2018-06-11,175.0,30.0,0.0
2018-06-12,0.0,57.0,0.0
2018-06-13,25.0,0.0,0.0
2018-06-14,0.0,0.0,0.0
2018-06-15,30.0,5.0,5.0
2018-06-16,0.0,0.0,0.0
2018-06-17,40.0,77.0,0.0
2018-06-18,65.0,0.0,0.0
2018-06-19,5.0,0.0,0.0
2018-06-20,10.0,0.0,0.0
2018-06-21,40.0,0.0,0.0
2018-06-22,196.0,40.0,0.0
2018-06-23,80.0,40.0,0.0
2018-06-24,80.0,0.0,0.0
2018-06-25,120.0,0.0,0.0
2018-06-26,126.0,20.0,0.0
2018-06-27,63.0,0.0,0.0
2018-06-28,0.0,0.0,0.0
2018-06-29,10.0,0.0,0.0
2018-06-30,0.0,11.0,0.0
2018-07-01,0.0,0.0,0.0
2018-07-02,0.0,0.0,0.0
2018-07-03,80.0,0.0,0.0
2018-07-04,40.0,0.0,0.0
2018-07-05,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0
2018-07-08,20.0,40.0,0.0
2018-07-09,135.0,30.0,0.0
2018-07-10,180.0,0.0,0.0
2018-07-11,137.0,75.0,0.0
2018-07-12,40.0,25.0,0.0
2018-07-13,5.0,3.0,2.0
2018-07-14,65.0,0.0,0.0
2018-07-15,25.0,20.0,0.0
2018-07-16,0.0,0.0,0.0
2018-07-17,60.0,0.0,0.0
2018-07-18,40.0,75.0,40.0
2018-07-19,40.0,90.0,0.0
2018-07-20,100.0,0.0,65.0
2018-07-21,0.0,0.0,0.0
2018-07-22,0.0,0.0,0.0
2018-07-23,0.0,95.0,0.0
2018-07-24,90.0,77.0,0.0
2018-07-25,190.0,0.0,0.0
2018-07-26,25.0,88.0,0.0
2018-07-27,50.0,0.0,0.0
2018-07-28,0.0,0.0,0.0
2018-07-29,40.0,0.0,0.0
2018-07-30,0.0,0.0,0.0
2018-07-31,50.0,20.0,5.0
2018-08-01,0.0,0.0,0.0
2018-08-02,45.0,0.0,0.0
2018-08-03,0.0,0.0,0.0
2018-08-04,40.0,0.0,0.0
2018-08-05,40.0,0.0,0.0
2018-08-06,45.0,0.0,0.0
2018-08-07,0.0,91.0,0.0
2018-08-08,50.0,0.0,0.0
2018-08-09,0.0,0.0,0.0
2018-08-10,190.0,90.0,0.0
2018-08-11,0.0,0.0,0.0
2018-08-12,80.0,0.0,0.0
2018-08-13,0.0,0.0,40.0
2018-08-14,10.0,5.0,0.0
2018-08-15,40.0,10.0,0.0
2018-08-16,40.0,77.0,0.0
2018-08-17,40.0,40.0,40.0
2018-08-18,20.0,0.0,40.0
2018-08-19,0.0,0.0,0.0
2018-08-20,60.0,40.0,0.0
2018-08-21,0.0,0.0,0.0
2018-08-22,0.0,0.0,0.0
2018-08-23,50.0,0.0,0.0
2018-08-24,45.0,0.0,0.0
2018-08-25,65.0,0.0,0.0
2018-08-26,0.0,0.0,0.0
2018-08-27,10.0,0.0,0.0
2018-08-28,40.0,10.0,0.0
2018-08-29,20.0,0.0,20.0
2018-08-30,5.0,3.0,0.0
2018-08-31,34.0,0.0,0.0
2018-09-01,241.0,30.0,50.0
2018-09-02,0.0,0.0,0.0
2018-09-03,55.0,0.0,0.0
2018-09-04,0.0,0.0,0.0
2018-09-05,0.0,0.0,0.0
2018-09-06,0.0,0.0,0.0
2018-09-07,20.0,0.0,0.0
2018-09-08,40.0,0.0,0.0
2018-09-09,85.0,0.0,0.0
2018-09-10,50.0,0.0,0.0
2018-09-11,0.0,0.0,0.0
2018-09-12,0.0,0.0,0.0
2018-09-13,40.0,0.0,0.0
2018-09-14,45.0,65.0,0.0
2018-09-15,15.0,0.0,0.0
2018-09-16,0.0,0.0,0.0
2018-09-17,20.0,0.0,0.0
2018-09-18,65.0,20.0,0.0
2018-09-19,0.0,57.0,0.0
2018-09-20,65.0,0.0,0.0
2018-09-21,0.0,25.0,0.0
2018-09-22,0.0,0.0,0.0
2018-09-23,20.0,0.0,0.0
2018-09-24,70.0,5.0,0.0
2018-09-25,0.0,0.0,0.0
2018-09-26,85.0,0.0,0.0
2018-09-27,0.0,0.0,0.0
2018-09-28,0.0,0.0,0.0
2018-09-29,0.0,0.0,0.0
2018-09-30,0.0,0.0,0.0
2018-10-01,40.0,0.0,0.0
2018-10-02,15.0,5.0,5.0
2018-10-03,70.0,0.0,0.0
2018-10-04,0.0,0.0,0.0
2018-10-05,0.0,0.0,0.0
2018-10-06,0.0,0.0,0.0
2018-10-07,0.0,0.0,0.0
2018-10-08,0.0,0.0,0.0
2018-10-09,0.0,0.0,40.0
2018-10-10,0.0,0.0,0.0
2018-10-11,0.0,0.0,0.0
2018-10-12,20.0,80.0,0.0
2018-10-13,0.0,88.0,0.0
2018-10-14,0.0,20.0,0.0
2018-10-15,20.0,0.0,0.0
2018-10-16,20.0,89.0,0.0
2018-10-17,60.0,90.0,20.0
2018-10-18,60.0,40.0,0.0
2018-10-19,0.0,0.0,0.0
2018-10-20,0.0,0.0,0.0
2018-10-21,0.0,0.0,0.0
2018-10-22,100.0,40.0,0.0
2018-10-23,95.0,40.0,74.0
2018-10-24,10.0,0.0,0.0
2018-10-25,0.0,0.0,0.0
2018-10-26,0.0,0.0,0.0
2018-10-27,0.0,0.0,0.0
2018-10-28,0.0,0.0,0.0
2018-10-29,20.0,0.0,0.0
2018-10-30,50.0,0.0,25.0
2018-10-31,105.0,0.0,0.0
2018-11-01,40.0,0.0,0.0
2018-11-02,0.0,0.0,0.0
2018-11-03,60.0,40.0,0.0
2018-11-04,0.0,0.0,0.0
2018-11-05,0.0,0.0,0.0
2018-11-06,0.0,0.0,0.0
2018-11-07,20.0,0.0,0.0
2018-11-08,0.0,0.0,0.0
2018-11-09,0.0,57.0,0.0
2018-11-10,0.0,0.0,0.0
2018-11-11,0.0,0.0,0.0
2018-11-12,125.0,35.0,0.0
2018-11-13,115.0,0.0,0.0
2018-11-14,20.0,0.0,0.0
2018-11-15,0.0,0.0,0.0
2018-11-16,0.0,0.0,0.0
2018-11-17,0.0,0.0,0.0
2018-11-18,0.0,0.0,0.0
2018-11-19,105.0,30.0,0.0
2018-11-20,0.0,0.0,0.0
2018-11-21,0.0,0.0,0.0
2018-11-22,20.0,0.0,0.0
2018-11-23,0.0,0.0,0.0
2018-11-24,40.0,0.0,0.0
2018-11-25,130.0,0.0,50.0
2018-11-26,0.0,20.0,0.0
2018-11-27,70.0,20.0,0.0
2018-11-28,50.0,10.0,0.0
2018-11-29,80.0,0.0,0.0
2018-11-30,100.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2018-12-02,0.0,0.0,0.0
2018-12-03,120.0,0.0,0.0
2018-12-04,158.0,0.0,0.0
2018-12-05,45.0,40.0,0.0
2018-12-06,0.0,0.0,0.0
2018-12-07,0.0,0.0,0.0
2018-12-08,65.0,0.0,0.0
2018-12-09,0.0,0.0,0.0
2018-12-10,0.0,0.0,0.0
2018-12-11,0.0,0.0,0.0
2018-12-12,0.0,0.0,0.0
2018-12-13,85.0,0.0,0.0
2018-12-14,130.0,0.0,0.0
2018-12-15,0.0,0.0,0.0
2018-12-16,0.0,0.0,0.0
2018-12-17,0.0,0.0,74.0
2018-12-18,0.0,5.0,50.0
2018-12-19,70.0,0.0,0.0
2018-12-20,20.0,10.0,0.0
2018-12-21,50.0,27.0,0.0
2018-12-22,100.0,15.0,0.0
2018-12-23,20.0,20.0,0.0
2018-12-24,212.0,45.0,74.0
2018-12-25,40.0,0.0,0.0
2018-12-26,0.0,0.0,0.0
2018-12-27,20.0,0.0,0.0
2018-12-28,125.0,100.0,0.0
2018-12-29,40.0,0.0,0.0
2018-12-30,0.0,0.0,0.0
2018-12-31,25.0,0.0,0.0
2019-01-01,98.0,0.0,0.0
2019-01-02,85.0,5.0,0.0
2019-01-03,40.0,0.0,0.0
2019-01-04,40.0,0.0,0.0
