date,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5
2018-01-04,42.6,57.0,8.0
2018-01-05,42.6,50.0,8.0
2018-01-06,32.6,42.0,8.0
2018-01-07,8.0,18.0,0.0
2018-01-08,8.0,0.0,0.0
2018-01-09,0.0,0.0,0.0
2018-01-10,0.0,0.0,0.0
2018-01-11,2.0,4.0,0.0
2018-01-12,18.0,4.0,0.0
2018-01-13,30.0,4.0,0.0
2018-01-14,30.0,4.0,0.0
2018-01-15,30.0,4.0,0.0
2018-01-16,33.0,0.0,0.0
2018-01-17,31.0,0.0,0.0
2018-01-18,52.4,0.0,0.0
2018-01-19,52.4,0.0,0.0
2018-01-20,52.4,0.0,0.0
2018-01-21,47.4,0.0,0.0
2018-01-22,33.4,0.0,0.0
2018-01-23,4.0,0.0,0.0
2018-01-24,4.0,0.0,0.0
2018-01-25,4.0,0.0,0.0
2018-01-26,4.0,0.0,0.0
2018-01-27,4.0,0.0,0.0
2018-01-28,4.0,0.0,0.0
2018-01-29,4.0,0.0,0.0
2018-01-30,4.0,0.0,0.0
2018-01-31,4.0,0.0,0.0
2018-02-01,4.0,0.0,0.0
2018-02-02,0.0,0.0,0.0
2018-02-03,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0
2018-02-05,10.0,0.0,0.0
2018-02-06,10.0,0.0,0.0
2018-02-07,10.0,0.0,8.0
2018-02-08,12.0,0.0,8.0
2018-02-09,12.0,1.0,8.0
2018-02-10,2.0,1.0,8.0
